analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00064280,ERS1162544,ERR1414223,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064281,ERS1162565,ERR1414244,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064282,ERS1162550,ERR1414229,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064283,ERS1162576,ERR1414255,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064284,ERS1162567,ERR1414246,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064285,ERS1162549,ERR1414228,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064286,ERS1162599,ERR1414278,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064287,ERS1162548,ERR1414227,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064288,ERS1162545,ERR1414224,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064289,ERS1162570,ERR1414249,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064290,ERS1162591,ERR1414270,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064291,ERS1162559,ERR1414238,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064292,ERS1162566,ERR1414245,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064293,ERS1162598,ERR1414277,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064294,ERS1162577,ERR1414256,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064295,ERS1162551,ERR1414230,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064296,ERS1162582,ERR1414261,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064297,ERS1162595,ERR1414274,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064298,ERS1162596,ERR1414275,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064299,ERS1162594,ERR1414273,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064300,ERS1162564,ERR1414243,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064301,ERS1162560,ERR1414239,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064302,ERS1162534,ERR1414213,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064303,ERS1162568,ERR1414247,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064304,ERS1162590,ERR1414269,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064305,ERS1162536,ERR1414215,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064306,ERS1162579,ERR1414258,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064307,ERS1162581,ERR1414260,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064308,ERS1162532,ERR1414211,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064309,ERS1162554,ERR1414233,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064310,ERS1162535,ERR1414214,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064311,ERS1162586,ERR1414265,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064312,ERS1162569,ERR1414248,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064313,ERS1162572,ERR1414251,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064314,ERS1162533,ERR1414212,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064315,ERS1162555,ERR1414234,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064316,ERS1162597,ERR1414276,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064317,ERS1162574,ERR1414253,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064318,ERS1162543,ERR1414222,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064319,ERS1162583,ERR1414262,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064320,ERS1162562,ERR1414241,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064321,ERS1162587,ERR1414266,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064322,ERS1162552,ERR1414231,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064323,ERS1162575,ERR1414254,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064324,ERS1162573,ERR1414252,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064325,ERS1162558,ERR1414237,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064326,ERS1162589,ERR1414268,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064327,ERS1162537,ERR1414216,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064328,ERS1162578,ERR1414257,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064329,ERS1162530,ERR1414209,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064330,ERS1162593,ERR1414272,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064331,ERS1162542,ERR1414221,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064332,ERS1162563,ERR1414242,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064333,ERS1162585,ERR1414264,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064334,ERS1162571,ERR1414250,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064335,ERS1162553,ERR1414232,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064336,ERS1162584,ERR1414263,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00064337,ERS1162547,ERR1414226,metagenomic,2.0,Illumina HiSeq 2500,MGYS00001110,PRJEB14051,Metagenomic characterization of three Swedish sewage treatment plants,70,UNIVERSITY OF GOTHENBURG,"root:Engineered:Wastewater:Activated Sludge, root:Engineered:Wastewater:Industrial wastewater"
MGYA00065310,ERS1215581,ERR1467149,metagenomic,2.0,Illumina MiSeq,MGYS00001135,PRJEB13832,Local surveillance of infectious diseases and antimicrobial resistance from sewage,65,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00065311,ERS1215575,ERR1467143,metagenomic,2.0,Illumina MiSeq,MGYS00001135,PRJEB13832,Local surveillance of infectious diseases and antimicrobial resistance from sewage,65,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00065312,ERS1217114,ERR1470825,metagenomic,2.0,Illumina MiSeq,MGYS00001135,PRJEB13832,Local surveillance of infectious diseases and antimicrobial resistance from sewage,65,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00065313,ERS1215579,ERR1467147,metagenomic,2.0,Illumina MiSeq,MGYS00001135,PRJEB13832,Local surveillance of infectious diseases and antimicrobial resistance from sewage,65,DTU-GE,root:Engineered:Wastewater:Water and sludge
